title,link,price,extracted_price,rating,reviews,extensions,thumbnails
"Holiday Inn Express Greater Noida Knowledge Park, an IHG Hotel",https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxChAg&qs=MihDaG9JMFBPbnV1VzBuLURaQVJvTkwyY3ZNVEZvTldoNE9HUmtjaEFCOA0&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,,,3.4,13,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Airport shuttle', 'Full-service laundry', 'Business center']","['https://lh5.googleusercontent.com/p/AF1QipP3INYaVSo5lmNxNV6mGJvwb7un4YeioxnZZdPL=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNBHXrWENMtaGJHS0A7knujP4kXp9Tnnt1qKfz6=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMjo3jn_0yuxFHVUl9gIDF9K3eX6lUZ9_M1f5bD=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN9DfqEQjXS4SlBpl36Y_uYwHITGNoQVicXlo80=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNMPay3IP3NV8Urq__xI9c3b8-9xWzZmlbK6ycs=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNHw9ZIjubglzWH_ocDZWLq9W1p74mzsqvfCyEn=s287-w287-h192-n-k-no-v1']"
Dwelling Residency Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxC0Ag&qs=MihDaG9Ja2RyYnRKYXJzSnFmQVJvTkwyY3ZNVEZvTlRsNmJtMTRlQkFCOA0&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,"₹1,613","₹1,613",4.5,562,"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Airport shuttle', 'Full-service laundry', 'Business center', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipNTQXNa1Wu5JnlYeG0ql9uQcLE5YSMz9aJiLkdh=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOvnGA_8NSMr_jQhyh-YPR7ddPeJ51x_-uXpEOu=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNULakA9LIRTK_qGWrHZycVnbsbF5hdrl-3iSdw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNjjlWsaw-Ik4QhVbpe4XerWMpeNTAL3Wf5m_69=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6qlKRwy6DyShgp7jE2ZMLCZ0mjrwBjxcupq_L=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNos3w56VLU7VfAlG2fiuYAvuFGVZil00rofKdU=s287-w287-h192-n-k-no-v1']"
Le Grand Regency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxDPAg&qs=MidDaGtJako2V2dibklyNEl6R2cwdlp5OHhNV0kyWkRkaU0yUnNFQUU4DQ&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,"₹4,844","₹4,844",3.8,1305,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Restaurant', 'Room service', 'Airport shuttle']","['https://lh5.googleusercontent.com/p/AF1QipN99kCn2yOcRqMAxk0wLqyGfs7LX_cbjWlJ-OZ1=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN_i1cXbWI-kbLhQ6-KTpP4zyeJbGO9sCOdeq4Y=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM0_qZ5NhIpbt7GT6STUP6PhrKMbqWNeK3h1cdv=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPukkM5qG3T_Etg2e2I8k-nTSMpwcNfFf-HO8wP=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMuvaXYZk6q8jQvujej1JTh_Gl-E6eBkE7iFEcg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPU57iCm3mRTiUsRZu512Wr5-8-DUaHij8c_egS=s287-w287-h192-n-k-no-v1']"
The Divine Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxDmAg&qs=MihDaG9JdXNhaXlySDMwZExTQVJvTkwyY3ZNVEZ6ZVhKbWVYZzJaeEFCOA0&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,"₹1,422","₹1,422",4.3,89,"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Full-service laundry', 'Kid-friendly', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipP0R8FIAjsgXSK2Y_YzaLKg7hBF3WRR2_4QdVHL=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMY7BLoKcZNFjIEy4odLZlSP9PcRMcqn2oA-AKW=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNY0s8YBvY3Nd2bm_-f-K9hk8nsqjBXGhDxZRBS=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNv23HvvQgbB67Uhzduln8eMJZcKLTLc2muYc5K=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMGOBZiAEVMfyKi5DdT5fp3LvmxXo8wmIIpQAWJ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP3xBKb93ACRguqi0RtbdtU4pZRDR6uABFuaziE=s287-w287-h192-n-k-no-v1']"
Udman By Ferns N Petals Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxCBAw&qs=MidDaGtJX3ZILWc0cU00cGs1R2cwdlp5OHhNV3hvTldzME9EUjNFQUU4DQ&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,"₹5,084","₹5,084",4.4,1298,"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Pool', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Accessible']","['https://lh5.googleusercontent.com/p/AF1QipMutAmhwlpGtMdFxR9j6P5C6GaoCe7lARzhh958=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPeVlPnKsl-01Z66mn8R7cW22qNkGzbsynOblYD=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOha0ultTaS4P8YWFMG5lFaUAqlNGstvdmC8Q8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPifzPTgnMD-B22vQXWnst2RPaC3_87Sag8M0GI=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMNCZf9az1Y-2e_1S9xTs87JaUTFYk5CP_SJ7vm=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPI5FxT2TnXrmEF2XV_xvSARVb7lfGCzCREKp1h=s287-w287-h192-n-k-no-v1']"
Opulent Inn by Lime Tree Hotels Next to Pari Chowk Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxCYAw&qs=MihDaG9JcjZDY29QU3ZxYVhHQVJvTkwyY3ZNVEZyY1hreGFubzJkQkFCOA0&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,"₹1,209","₹1,209",4.8,111,"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Airport shuttle', 'Full-service laundry', 'Accessible', 'Business center', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipMjvw3qS6ZLzLFAkFrKAY-2FLkf81YaoIMvEVtf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMgT5EOV3UD7jfJb8cBrqPaA9aaV-dWZgoShvH5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO7EBpyJOLxd3idyX3887hFwMD0r3BEpaviZu8v=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM9Hdk4UK6cnQA6UqLRIhP-mLEKbppFublX0cS-=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOhsEzVJVF3G6BThEeGdSeXzENUITs0fnG98dR6=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMu8x1nyZLYLSvTy4ZpDLKomo2uWtTuyhbxN6Xe=s287-w287-h192-n-k-no-v1']"
ExpoInn Suites & Convention,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxCvAw&qs=MihDaG9JbmFXbDhNdjlrLTZpQVJvTkwyY3ZNVEZ6WkRoa2JURnhjQkFCOA0&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,"₹3,717","₹3,717",4.8,331,"['Free breakfast', 'Free Wi-Fi', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh3.googleusercontent.com/gps-proxy/AMy85WKB3_XY6F6VWo_cR-G5PRXuv_AagSiA7lqflHYNdKyddJKxRPmUywMG8E8EhqDcHRwCc2-1BzP83GtpVpN6w_wVeJqMcb3R2zGNlIWdBgnf5INjdSgT-T-rsYVV7AFviOsv7MR4KKGp2AYW2FvtUTvpygup2Cm-WyAiAq4oXAE-auKvkXlqogM=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WKqG7Eb-y51Yq8yTh_1PTad5fQ5m1SgC2au4MF1WZs_eclkvGzbb2iWxsi-LBIu7i7q5inUKXBd4SN_GCVTmxaiAEwYKOSdIcVROulVkmvc22UaQnJI8PWIFoTO3u6JkfCPO8QrNRI5xB3Jkq57cRy1DN4zkxp4UJn5c6uQ95zNDfQ7GaotLACcmA=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WI_GYfMSQEwGh1WUXEuSNjH-JZoeTelg_pULPJfxLdgRKpW1WztG_GNWYPtjjLzbUQ58AMNZQjLLBN9Xiged5o-dB9P5LYKsbFlypiXMTkZMH5kaRmsxjcIrBPMCUokIM2pRCWrNygVpA-FOQuF7Vng226Wg7hLJSIZOrvocSmBhbYq5dp0WJLu=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WKihGIu86URQGCs1Opk-5KjKnuapcTPhlRJ8SPVMotkENHX2velBFVVlQ8oZyCqs5hRmVbcMOcBgBqkN8tjZbf0hsXb4JIQGnz33lAQ-RkvZS3CEW4zqxo7sbwQJIZeIaxMi3uo-dd7Cl83jk9Dj341oN5oahXQ7bd0j6kIqr54kPH7R2rV15h3=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WISDi9dqC5oEtso7WiQaEa4PY0cteUSMZKd_F3d0hxsaFFBGeVO04nqDRWMqG8-9AnrEscDQunu8sgnOT3XxKFsJxwO-gomU-XvpzOnn-XOSKXsd59eG2Wv1DzdY8kTmVqbta5HE244hxaLkr-dJUzTb6dtCe_LI6lBw_E19OiZ4oQvPeM5H5g5=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WLSafVDPoWiC6ZzTDPWH9_bvqDFKLGZm7BEWjLW3oY6UVcH5mfDeuwgPslSBtXeUIWv64ITTU5SIaNKWWS6IXkyaO-JQwA0xeflIJdxD3Io-m6sdP6NENYCC_4MkL1XmzRehOL5LtwIWHOyMTrurdJbgKPJi5uUJNPNxrbbOER5OBCOCD0GSEQ=s287-w287-h192-n-k-no-v1']"
HITE Resort Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=2ahUKEwie-Zzk8-GDAxUCpGYCHQVLCdAQyvcEegUIAxDGAw&qs=MihDaG9JNnNiY3d1dkMydlAxQVJvTkwyY3ZNVEYyWm1JNWNHMDRkQkFCOA0&ts=CAEaOgocEhoKCS9tLzBjdzlxMjoNR3JlYXRlciBOb2lkYRIaEhQKBwjoDxABGBoSBwjoDxABGBsYATICEAAqBwoFOgNJTlI,"₹1,882","₹1,882",3.9,19,[],"['https://lh3.googleusercontent.com/gps-proxy/AMy85WLNZeX3vpSCelRwyWVGnRdjiUnYo7d_NSpCremXmUs4RxHmFq2OCXyzHE6CW5MlAX_40ychZerYrvpeks7VPcMg2rt4lkuQC5P2zartBgcEAidDaNE1as71fKT4fVry79ttf_qruk4dnqJvC4crtVu3WEuhE_QaWHfEcC6RkJa8RpVl_--rcoOGIg=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WK-0Zw-wwBHP3ZMcSYOl40B8TDnFTNnzfjG632ZFFH7Zx9Dbzv47k4I0H2Wj6FZDY1dxa9rakc9VuHCqM5NtU6-UZDjP0qtbAkfuJmT15To8Hcg2gZYWISQbRpa3ilGATbrFykwvc7z8NkQtdlykG0KdyYGxxVSiN3VWUqzZgcOiTM1KGJtCVHN-Q=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WI07YGZAxt5rk-M-GdXzRfp3wsHDKdls4YuSEK4igLCGvAslJwk1GMfJwMCUf1X2tE3AvbNL9rUMzqAYr_Fdmdhut6AgHv1EqgQxfIqxqzPW-l0KDJJV-phR5NDg--9SSWUPFLrR1FGahYGqt-YkGPkEOcE2GIQOcufZU-IC7rF-8dYVV8gNmg5=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WJ7t_f25QLGtxyJS-0yDRtGn00G1DmZPVzXkuK_bKp4PhgXmkBT0mN771a8-yLoUv1C9UIbrUt7PdFNf4xoXoltt2bZpbq6T8Q8VmbZ78DFTFA2yx-rlAYW87N8yj486Z8Zp66fbZf0R0_kLgHC5Lb2ib5jWooL_q5n28ubEZhtoZTy5JDudKYh=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WK16gQ7oRGCkFma9_QsVlxIgv-GmNC4gCS2CBB94naMqyrQO7VzsgdPSaK8VDSh0iAQBRPbpvZ6_QBFxD4vnfiBfu0KPtGn70qVWpHTGxB5mjt510BOwuYMDn-_Rp5NEhRKe4X3ZCe8GopohVLLqomsXPD1llhamQiyYBhAGrq24RjNH6S3bUM=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/gps-proxy/AMy85WLjXaGSG6qghExEjLGfwjWveF_oeleJ-4_Kckl9hAUhuOt3OeK_2eNqgYjz0ZG94HNT21a9QroSjaEPKX_eou8PqXHZMNp4G4xP6IDPhZU4kYY6NWfVyqPGCDOOFKB28722qBgSNSNZ1oZof24fL3qc9NmmcJgP1pfM2J3RuM1U8RJp9sIMhaRn8A=s287-w287-h192-n-k-no-v1']"
Opulent Inn by Lime Tree Hotels Next to Pari Chowk Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAoQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQFg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQkk9MihDaG9JcjZDY29QU3ZxYVhHQVJvTkwyY3ZNVEZyY1hreGFubzJkQkFCOA1IAA&ap=MAE,"₹1,209","₹1,209",4.8,111,"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Airport shuttle', 'Full-service laundry', 'Accessible', 'Business center', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipMgT5EOV3UD7jfJb8cBrqPaA9aaV-dWZgoShvH5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMjvw3qS6ZLzLFAkFrKAY-2FLkf81YaoIMvEVtf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM9Hdk4UK6cnQA6UqLRIhP-mLEKbppFublX0cS-=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO7EBpyJOLxd3idyX3887hFwMD0r3BEpaviZu8v=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOhsEzVJVF3G6BThEeGdSeXzENUITs0fnG98dR6=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMu8x1nyZLYLSvTy4ZpDLKomo2uWtTuyhbxN6Xe=s287-w287-h192-n-k-no-v1']"
The Divine Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CCEQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQFg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQkk9MihDaG9JdXNhaXlySDMwZExTQVJvTkwyY3ZNVEZ6ZVhKbWVYZzJaeEFCOA1IAA&ap=MAE,"₹1,422","₹1,422",4.3,89,"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Full-service laundry', 'Kid-friendly', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipNY0s8YBvY3Nd2bm_-f-K9hk8nsqjBXGhDxZRBS=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNv23HvvQgbB67Uhzduln8eMJZcKLTLc2muYc5K=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP0R8FIAjsgXSK2Y_YzaLKg7hBF3WRR2_4QdVHL=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMY7BLoKcZNFjIEy4odLZlSP9PcRMcqn2oA-AKW=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMGOBZiAEVMfyKi5DdT5fp3LvmxXo8wmIIpQAWJ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP3xBKb93ACRguqi0RtbdtU4pZRDR6uABFuaziE=s287-w287-h192-n-k-no-v1']"
HITE Resort Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CDwQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQFg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQkk9MihDaG9JNnNiY3d1dkMydlAxQVJvTkwyY3ZNVEYyWm1JNWNHMDRkQkFCOA1IAA&ap=MAE,"₹1,882","₹1,882",3.9,19,[],"['https://lh3.googleusercontent.com/proxy/U3chsrVITh9DYvJQaYorzKqnHx_ya44nxLTE0V9GimChjN8ILOBTfx3_VaGtPhbUlu0eH2IL7B72pC1TI3bThsbAsCaLE_pu8h6yt8W--D9qYRT1vwEcEsTuYnDdK8ql9crQebz9hS0MLP9Ws3E1ncsk-bhNmoQ=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/FRy9bxwF3_VrGKxRHYj3FyJ_YGtRJ1WoG4LeAErgvPDoRjpO-O9Iu7lp2ZVDroi2jt6dOB0W8UBLpSJC87yPGsttdda3WV1bh-umjoSTyGNtxD91uascor8xjeLFBJNdOh5pOSFheEWCKdbmudZMKDGok_SMVg=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/YEGhpLzeFUskTkBLc2F06wswFJJHsWMlsO1CMdxnOaFqf3xPSaHkDTrkZopmbQ5nMnHbeqoLBXoonz0H-uNOq6hAVYPXMLE4DWymnLCFquJGWqn3o5YBHZNMyKM4TVi2GCHmLXLhjG2mwVca_SOJQpaVTDPZOg=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/vEY3IcCIak31wZRg-Zsl50-Kcto8dHYtZG3KAklgj5_XLxfU7JHP8UebAs-YiuwT1FpMQJfVe7-z8SfHLnuAEpnSQ9vK9dgBRlOUYuZurAPZFdhmYZiDOAew2juoyv6ipE73z33ZiSgriOEgEa6YePuhuPnnUTY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/uqTvo6FP8_IveosHt2l-o7Ax2DFCwVCzv-1Au28jECL1YpMl1gCL8ir7M_SDc_a17mYV0ghTP_jdeRHippw3_Y5QWnpcevqnu8OUcnCPTIKeO7AVUqP0jEtFimCq3QvvEpVpCGg4GYNSDn8JwMtuf3AGEm1NZQ=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/IDq4i2_LfWLFZEl3mi-Ix9OdywM7Twx1oG8Pn6sCS_iFq55_WA181X4q-gIrT48lssv9sImbC2GoO48qQMXKsyG9PNCBWCVwSlcJE5GBw3bHgQ25NpQGrohISvxW1eQORKWTVZH2R4xbAP9wtgq5GhKy1etKjOw=s287-w287-h192-n-k-no-v1']"
Crescent inn,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CFkQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQFg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQkk9MidDaGtJc0thbGstSHAxTDluR2cwdlp5OHhNWEIyYUd4clptUmtFQUU4DUgA&ap=MAE,"₹1,704","₹1,704",3.9,130,"['Free Wi-Fi', 'Parking', 'Pool', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipOf24QRLWnRW9PVEpT0j-QV7Zkw6m3JLnBWDeRa=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNnmvorhExzpFsdYdvkxqfEvOGwltK4mBgUWqYz=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMtRyhwgM0PcL442HalzSf1r9kZi8xeRnD_cdiF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOe4XAypjBZbAelci_mlFtk2wdTVXJO4ShrK0U=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMzPbMRb1cgsmSn7O1TVNfy_52P79FR2_XafnYo=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN6hyIqXt3eLiKzfl3frCQDGeS9gzbictZiba2y=s287-w287-h192-n-k-no-v1']"
"Jaypee Greens Golf & Spa Resort, Greater Noida - 5 Star Hotel in Noida",https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CHAQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQFg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQkk9MihDaG9JeHQzMnlQWHg5TnI2QVJvTkwyY3ZNVEZpZEhZMk5tZzRiQkFCOA1IAA&ap=MAE,"₹11,908","₹11,908",4.6,7100,"['5-star hotel', 'Free breakfast', 'Wi-Fi', 'Free parking', 'Pool', 'Hot tub', 'Air conditioning', 'Fitness center', 'Spa']","['https://lh3.googleusercontent.com/proxy/7ARyWzd7QdL4lefKLWFO2BI02WOkGM4-gdOY-NVCdfIYK3oVeggJvUnbv5SYjBu7mNWKM1VQAFgni-OEvyFvmoO_4aydPJa6oxj3LPTScwIw8aCIa0dW4ksBJZ-dZ53cdDE86dnc77ILCEljbZX6NBcKhk9pU5w=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/0fCUD1tKNyFq-5hN83CiKMoxj_ulsIYtS2pL5w9k_04XK4wSdDxquZjmyxGM9AH7S9aAtFl4MgsirF-CaO8J8iGXZoknzANZK8nPcLcMZ7GvMe2Nk7vUBNYlvx4vmaxOcOKOa4R6uphU4EJO_VgWBE-op9UhDg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/-6WLugw26e1kptD4WJRoEieM4DEA9iVk8ofAp1HJLUPhy6wAMUsebtJ4_EXSCipPPPcgy3wDtdNVOP4Y34jCGm9vsrH5HH0SrF3naNvhmCvR7215PTbv0hmg-IJ_HbJxAwaF3Q88GDodHijA7c3otxLkqlq_8w=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/pD8L-7DMtJ84b6l126RJ716yY-SAshs19dI_Fn7bvU1-t3eTgCn68cr8HNqqtUvePM97hsAEoaX46iCGldbEdZHlWYZIcZO6rY2m55TUsOCHJsKp0bbS6lG_CPz7E5SPqc8KqeLlq8qvwp_b4iLX1AN45q_nmw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMLbOwBpSQZyIqaNMcOSL4O641nOVe2HRgJvxdw=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/MDl73nSJryr8ei8yE-w1FvplzYQfYK0c7rzowH6dndjUlx5WV0SfzaPF2FFo0tuka59zryTMygjB1m1GoPl6M3l_-Q5pYYu4J8S3geulmKJ0dGEomMh47YFMSzAmsAd2ynXMAz193K_Dus7m0Yqui8I4A6DoFhA=s287-w287-h192-n-k-no-v1']"
