title,link,rating,reviews,Price,extensions,thumbnails,current_url,Latitude,Longitude
OYO 30398 Hotel Royal Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CD0QyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQowE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JN3JtMW9vbjlnYS1TQVJvTkwyY3ZNVEZtYXpSa2N6WTVjUkFCOA1IAA&ap=MAE,4.1,61,0,"['Breakfast', 'Air conditioning', 'Kitchen in some rooms', 'Full-service laundry', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipMLqEPgkgHQymgBGVz2mAOWHSvzrqNoybIsie5P=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mfmUlZheCU8SQMUuuRwwuw&cb_client=search.estubs.gps&w=287&h=192&yaw=40.153263&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipNFEtMj1oWl0--p7tDvth6KP9a6I8tJe9BKtqXO=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/OYO+30398+Hotel+Royal+Residency/@29.5898902,77.0734581,8z/data=!3m1!4b1?entry=ttu",29.5898902,77.0734581
Palette - Hotel Nature Retreat Resort,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CE0QyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQowE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJNGIzSWp1ZVA2LUlKR2cwdlp5OHhNV3d4YmpodGRISnVFQUU4DUgA&ap=MAE,2.6,9,0,"['Free Wi-Fi', 'Parking', 'Pool', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipMZikL8BDywNtB-CsoIyREIPjk6Md9NhOI0Ck5q=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPgkdb51esloET26CJxenX7JpJ6MYV6ahp0RTc3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNerlolhZi7CgcwAqZnWO1wG6BqBhL6VNJweQkv=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNWH65RmL3nK7YbZqcjX-tWFDlfb_VtU9g_SMCF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN0q7C3Uyt7KV504qLEMCX7XGQxP_7dIEqqW4O1=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMbxh7a6UpeCCSRYQ93_ug58V1oR_zrAmdbPlZB=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Palette+-+Hotel+Nature+Retreat+Resort/@28.4145388,77.5120494,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc17ddc87b507:0x9c5ac7e71d21ee1!5m2!4m1!1i2!8m2!3d28.4145388!4d77.5120494!16s%2Fg%2F11l1n8mtrn?entry=ttu",28.4145388,77.5120494
Divine Inn Couple Friendly Hotel near Sector 51 Metro Station,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CGEQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQowE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJc0k3ZjV2Qy14NVl1R2cwdlp5OHhNV3MxTm5Bek5HMTZFQUU4DUgA&ap=MAE,3.4,5,"₹1,874",[],"['https://lh5.googleusercontent.com/p/AF1QipNdtkzERM0Y9jaEzSH5AJ2MkOt75rqUlX-iXv7L=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6GMesF_mhyf1JSGJRojfegHavS3eViAgWMXVM=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM9uTiZa71rdBJ5jutlE3HUunmRnnkRtpa505hi=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO86nvGHA-qxWKouTOGMYzJl7dhSkmR5AvGNOuF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMPtIkTvqj1unsZ0ggflEuNQJdkPn9k6Lw-30ss=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOhfI1b-p_oyR7Cu0Y-_lF1heBGzvox3Ii3AzXi=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Divine+Inn+Couple+Friendly+Hotel+near+Sector+51+Metro+Station/@28.5817655,77.3761327,17z/data=!3m1!4b1!4m9!3m8!1s0x390ce54ab7e91211:0x2e2d1df70cd7c730!5m2!4m1!1i2!8m2!3d28.5817655!4d77.3761327!16s%2Fg%2F11k56p34mz?entry=ttu",28.5817655,77.3761327
Townhouse 1258 Heart Beat Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CHcQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQowE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJM1k2XzdNNkoxOTBDR2cwdlp5OHhNVzEzYURsdE9YWmtFQUU4DUgA&ap=MAE,3.4,50,0,"['Breakfast', 'Free Wi-Fi', 'Parking', 'Pet-friendly', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipMNfdtNwU0pcbK_eqAzhll--ZdgPqLqew_LTFXE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPvhvR8LPILwU7C2-Ffv_XQcIVmZapFoFuUDaPW=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO1gfT4Oxh_QXKRbRX4Ojvv-_HTdBaJNDeIAFNK=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPBp-B6gUnnYHCcXEQ-55iuVRoz8BpLlwWkfiqC=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPYF-eaULljiAxZgfbXbRlWG1IbHWx5_x6dYDTL=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOXm_rzngDctHzxo6R7z4xVcx9Tc3QFkh1uZToW=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Townhouse+1258+Heart+Beat+Noida/@28.4771483,77.4915593,17z/data=!3m1!4b1!4m9!3m8!1s0x390ceb98672196d3:0x2bb5c4ced8fc75d!5m2!4m1!1i2!8m2!3d28.4771483!4d77.4915593!16s%2Fg%2F11mwh9m9vd?entry=ttu",28.4771483,77.4915593
Super OYO Townhouse 22956 Hotel Grand Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CIoBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JbnJhcmliWGRfczJCQVJvTkwyY3ZNVEZvTUhvNVltMDRiUkFCOA1IAA&ap=MAE,3.6,394,0,"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Breakfast', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipPGYhl-ST1nTiTxjzFXEhD6fviy3pZD7YfY6v4Z=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPubLAi2Hxn7V5YtzKXzrrIBJlFVXUtPhHAMap4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO4lRyAGfDXdcmTRP5m4C1jsC-ODrHrz-TKGfy_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPwWpTThqitH6LqZbf-5grwIbiOBCId69q01phQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNY1p1HM6oBk03dkJPuK9ik-qnj1_xgFza_KWwH=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPn8-qc8kI2NY5ap0Tk9kMHhhOdyQc8Mgw-6B8r=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Townhouse+22956+Hotel+Grand+Residency/@28.4581875,77.5044375,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc186aafaed9b:0x819bfaeb512adb1e!5m2!4m1!1i2!8m2!3d28.4581875!4d77.5044375!16s%2Fg%2F11h0z9bm8m?entry=ttu",28.4581875,77.5044375
Jyic Divine Retreat,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJ0BEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJZ2R1ZDZJX0FuNzkwR2cwdlp5OHhNV0kyWkhCc1pubzVFQUU4DUgA&ap=MAE,3.1,7,0,"['3-star hotel', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipMrjwexZMKiLUAYapt14WkPFjpWroPpf3_f8j59=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPp6kgQZ4h887ZHP5XPQbwdo5MCLc3dAM1BkQ6F=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNNfVsFztRTatSBgQBzy2TLFYUvpLxlN1p0_2dz=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7MdwIkY524S3KJLj85KA3A&cb_client=search.estubs.gps&w=287&h=192&yaw=338.052&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipNjlZsFkekS5eV0jcDyh9nRwaXUHuwEAMMmh9Mq=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Jyic+Divine+Retreat/@28.4718705,77.4762629,17z/data=!3m1!4b1!4m9!3m8!1s0x390cea7e98cd1073:0x747e7e00fd076d81!5m2!4m1!1i2!8m2!3d28.4718705!4d77.4762629!16s%2Fg%2F11b6dplfz9?entry=ttu",28.4718705,77.4762629
OYO Hotel Star Residency Near PVR Ansal Plaza Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMgBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JMXJDeG9PYjR2TnZGQVJvTkwyY3ZNVEZ6WTNwc1pHSndiaEFCOA1IAA&ap=MAE,5,1,₹807,['Smoke-free property'],"['https://lh5.googleusercontent.com/p/AF1QipNr-Ay11grS-SJ7OgJoNgJJzX0TG1gvg4yvnm1T=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UV0w5C_f3R0hGOosBlLVOQ&cb_client=search.estubs.gps&w=287&h=192&yaw=313.36182&pitch=0&thumbfov=100&scale=2']","https://www.google.com/maps/search/OYO+Hotel+Star+Residency+Near+PVR+Ansal+Plaza+Greater+Noida/@28.4722816,77.508426,14z/data=!3m1!4b1?entry=ttu",28.4722816,77.508426
Super OYO Collection O Le Noida Hotel Near Sector 76 Metro Station,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNsBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JZ3VPc3RKRDNsYzY1QVJvTkwyY3ZNVEZ4Ym1kbWJuQXpNeEFCOA1IAA&ap=MAE,3.5,164,₹822,"['Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNjJNgsowv8raKUg0OnNmN0HKKIhZ0ekZ5SQr_n=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOMt9UpUgu0i2Gpdjy9kkboyM-jJ6REHmzxP8Vb=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPonvNr303Z9igaRmou_J9lR_YKb7F7lU-GuH0f=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMJjoaAhpjpcObSMiyJeHPB4fFZ-n0Xm25xtcel=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMY_SamvXoFaoRVPLUWZYZ4f_uDrYofGlPQaAK2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOspPiJhXuVdumJdJ95sxn8TQKfmlyv9iIY26e0=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Super+OYO+Collection+O+Le+Noida+Hotel+Near+Sector+76+Metro+Station/@28.5589981,77.37913,17z/data=!3m1!4b1!4m9!3m8!1s0x390cefc1d8c5bbed:0xb99c57b9068b3182!5m2!4m1!1i2!8m2!3d28.5589981!4d77.37913!16s%2Fg%2F11qngfnp33?entry=ttu",28.5589981,77.37913
OYO Onella Rooms Near Noida Sector 51 Metro Station,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPIBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJcnVUcnFPbUlfdVpmR2cwdlp5OHhNV2RuYkhReU1ubDNFQUU4DUgA&ap=MAE,3.5,163,"₹1,221","['Breakfast', 'Air conditioning']","['https://lh5.googleusercontent.com/p/AF1QipNSs-fKTz1d0VnSNZb0278egV6E9dODwEdwPb6v=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPdioSkYR_WyW2xBLUATVvCNBcSG9k4oDuz-VhA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNkGzh3KnXhH1w4cTrj19eb8HGcWLduBxhS5Jzk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPFk7A_CRgixWtkI3od-zYOMP9BYfCocI_UsO89=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMg-CzJHt3NCsAZ1cPOnz9E93q9a9IlVjviiaVY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOCnCzSwXmsIDpmtaKrk7G8U0gQYJytn-DVDIoK=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/OYO+Onella+Rooms+Near+Noida+Sector+51+Metro+Station/@28.6002146,77.3801189,17z/data=!3m1!4b1!4m9!3m8!1s0x390cef83674e4c33:0x5fcdf846951af22e!5m2!4m1!1i2!8m2!3d28.6002146!4d77.3801189!16s%2Fg%2F11gglt22yw?entry=ttu",28.6002146,77.3801189
OYO Sangvi Palace Near Pvr Ansal Plaza Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CI0CEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9Jd3B1SjdyR3MzOWVGQVJvTkwyY3ZNVEZtTWpkeWJqbHNkQkFCOA1IAA&ap=MAE,3.5,591,"₹1,439","['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipOs1WX6d7TxJ6DXwJkTPni0DQMRNM87NgWWX-7l=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipONrwwjP85j4OL-MDwkBuba2reEPx3lkmjXte-Y=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMQNpGIfEnq-IJnGBtkWaaA8IfDs_10fk6unNhf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP8Oymt1hABLj2eavZLx04Uk4RN6L-1TwKaiewk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMcak_Hk0hRT8aNdE_iKuPK_R3r-nrr5QtRB_8I=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNlgp-6mgqj1clvqmOIeMi5JjzwRuqp_uvUESV2=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/OYO+Sangvi+Palace+Near+Pvr+Ansal+Plaza+Greater+Noida/@28.4792384,77.4924253,17z/data=!3m1!4b1!4m9!3m8!1s0x390cea12d031505d:0x85af7d631dc24dc2!5m2!4m1!1i2!8m2!3d28.4792384!4d77.4924253!16s%2Fg%2F11f27rn9lt?entry=ttu",28.4792384,77.4924253
Hotel Haweli,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKQCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JOFlYUDFyUC04Wm05QVJvTkwyY3ZNVEZ3YkhwZmNIRXpYeEFCOA1IAA&ap=MAE,4.1,17,₹943,"['Free Wi-Fi', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipPJtHGrtFGGadAVgXuyrAI2UYxQ_FMRoU4QQvMR=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM2a1zMOEBQ4Cms-h_G1RYlews9_LEgdIz4foIF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP4mHwbyZmfY-c9B_QtyhRoz6QEsYKVgc--GRnc=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOm62NoJTyrFmUT5A1gUO3ZFu6XAUFIWqObNdSq=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNfyaTPYtFhS1fNQdrxNMmnwBA2rmKTprFsTZjv=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMUXTr5J6UWWIZXSRG8kavNLtV06EkCEJYPlyuk=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/Hotel+Haweli/@29.7458933,76.8859814,8z/data=!3m1!4b1?entry=ttu",29.7458933,76.8859814
Collection O GREAT TOWNHOUSE,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLsCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JZ2RuTDBPZks2OTYyQVJvTkwyY3ZNVEZuTm5od01UQm5keEFCOA1IAA&ap=MAE,3.4,476,"₹1,448","['2-star hotel', 'Free breakfast', 'Wi-Fi', 'Parking', 'Pool', 'Air conditioning', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipOgIP9FXiGazWggrr0U2QTcGKIQ9DxNry6g1WC2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPrZQhnT3-gBxb5bqdzT8wgOr4ZuuPiQAOEi5Om=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPXbxqdO4lXw1JHdyYWO2GJ6SFAkv4Yl_0E4cHn=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN5jovbGYfLTNePGD73jsXo1nLCVKARqRvy9WwY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipME5lv28iubLK0CQ-za3H0iZoUOGUeOZCdopNl8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNT01WkDuHW8thPQVJTE0r8wSqxPhZfJE2GfGOm=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/Collection+O+GREAT+TOWNHOUSE/@29.5458154,77.477482,8z/data=!3m1!4b1?entry=ttu",29.5458154,77.477482
OYO PINETREE HOTEL,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNYCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JdThqSm5KelAyTFNDQVJvTkwyY3ZNVEYyYWpONE5qRm5PQkFCOA1IAA&ap=MAE,4.5,2,"₹1,013",['Smoke-free property'],"['https://lh5.googleusercontent.com/p/AF1QipPT-BTrGd78vBqweYM_8oP-KASc-nwlkmcUkyIV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNhVSu6GiMxBqOvor1mELhqme2Q5DK-tMbD57r5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO6SHEwntTUrZXXIuAZmyKl2MiA0iu2loDwUjK4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPxfCtSQ8gegQv87Z8bYkvgZAURHIfms1IliGdf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMsLPZJ6jNKmp4BoxAfB6fwirh62DLJagxi-e9r=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP30nzSpRoim7MAXtIlvOCC-smHEepdSSKulx-o=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/OYO+PINETREE+HOTEL/@29.6934554,77.5440082,8z/data=!3m1!4b1?entry=ttu",29.6934554,77.5440082
Hotel Blue Inn /P.G,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CO0CEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJb052cS1LLUV5dFlQR2cwdlp5OHhNWFl3TmpKM01uSXdFQUU4DUgA&ap=MAE,3.5,24,"₹1,569",[],['https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lPUtFBWdWvW8RQ0wIIJFCw&cb_client=search.estubs.gps&w=1024&h=192&yaw=158.16324&pitch=0&thumbfov=100&scale=2'],"https://www.google.com/maps/search/Hotel+Blue+Inn+/@28.8594344,77.5879877,11z/data=!3m1!4b1?entry=ttu",28.8594344,77.5879877
